epoch	loss	acc	val_loss	val_acc
0	0.8529052734375	0.5254237055778503	0.6860855221748352	0.5593220591545105
1	0.9110184907913208	0.4576271176338196	0.6997186541557312	0.5593220591545105
2	0.7905306816101074	0.5254237055778503	0.7029395699501038	0.5593220591545105
3	0.6656172275543213	0.6440678238868713	0.6946830153465271	0.5593220591545105
4	0.7405816912651062	0.5593220591545105	0.6865916848182678	0.5593220591545105
5	0.783104658126831	0.5932203531265259	0.6858891248703003	0.5593220591545105
6	0.8349605202674866	0.4576271176338196	0.6858127117156982	0.5593220591545105
7	0.8415336608886719	0.47457626461982727	0.684307336807251	0.5593220591545105
8	0.8422121405601501	0.47457626461982727	0.6887179613113403	0.5593220591545105
9	0.690357506275177	0.6440678238868713	0.7020446062088013	0.5593220591545105
10	0.768544614315033	0.5762711763381958	0.7098163962364197	0.5593220591545105
11	0.8196626305580139	0.5423728823661804	0.6949517130851746	0.5593220591545105
12	0.7988744378089905	0.5762711763381958	0.683952808380127	0.5423728823661804
13	0.7350476980209351	0.5762711763381958	0.6861066818237305	0.5762711763381958
14	0.7330353856086731	0.5423728823661804	0.6850422620773315	0.5762711763381958
15	0.8715779781341553	0.4237288236618042	0.6882135272026062	0.5762711763381958
16	0.7839826345443726	0.5423728823661804	0.7012566328048706	0.5932203531265259
17	0.676879346370697	0.6610169410705566	0.7067891359329224	0.5762711763381958
18	0.6457167863845825	0.5762711763381958	0.7113813161849976	0.5593220591545105
19	0.7229747176170349	0.6101694703102112	0.7111592292785645	0.5423728823661804
20	0.6225335001945496	0.6440678238868713	0.7127783894538879	0.5423728823661804
21	0.6360491514205933	0.6101694703102112	0.7133172154426575	0.5593220591545105
22	0.5946321487426758	0.694915235042572	0.7193934321403503	0.5762711763381958
23	0.5613153576850891	0.694915235042572	0.7265552878379822	0.5762711763381958
24	0.5524332523345947	0.694915235042572	0.7305940389633179	0.5932203531265259
25	0.5942133069038391	0.6779661178588867	0.7307153344154358	0.5762711763381958
26	0.4685627818107605	0.7627118825912476	0.7285033464431763	0.5593220591545105
27	0.49094510078430176	0.7288135886192322	0.7310166358947754	0.5593220591545105
28	0.4901076555252075	0.7966101765632629	0.7342346906661987	0.5762711763381958
29	0.4359261393547058	0.7966101765632629	0.7450831532478333	0.6101694703102112
30	0.45650067925453186	0.7627118825912476	0.7455316781997681	0.5762711763381958
31	0.41024917364120483	0.8305084705352783	0.7425528764724731	0.5932203531265259
32	0.4024003744125366	0.7966101765632629	0.7445520758628845	0.5762711763381958
33	0.3470847010612488	0.8983050584793091	0.730628490447998	0.5762711763381958
34	0.31247714161872864	0.8813559412956238	0.746039867401123	0.5762711763381958
35	0.32481348514556885	0.8474576473236084	0.7145808339118958	0.6101694703102112
36	0.2731126546859741	0.8813559412956238	0.7603111863136292	0.6101694703102112
37	0.2733435034751892	0.9152542352676392	0.8033985495567322	0.5593220591545105
38	0.18230101466178894	0.9152542352676392	0.7211446166038513	0.6610169410705566
39	0.19135940074920654	0.9491525292396545	0.7497044205665588	0.5762711763381958
40	0.18480058014392853	0.9322034120559692	0.7774593830108643	0.5762711763381958
41	0.1537504643201828	0.9661017060279846	0.7380470633506775	0.5593220591545105
42	0.12203201651573181	0.9661017060279846	0.8076024651527405	0.5932203531265259
43	0.12377344071865082	0.9491525292396545	0.8165040016174316	0.5762711763381958
44	0.0997093990445137	0.9661017060279846	0.7840614914894104	0.6101694703102112
45	0.0786745473742485	0.9830508232116699	0.8901709914207458	0.5932203531265259
46	0.04505671560764313	1.0	0.9302154183387756	0.6101694703102112
47	0.059102658182382584	0.9830508232116699	0.9169763922691345	0.5932203531265259
48	0.0749645084142685	0.9491525292396545	0.9039497971534729	0.5932203531265259
49	0.04847189784049988	0.9830508232116699	0.9379639029502869	0.5593220591545105
50	0.05175303667783737	1.0	1.0163592100143433	0.5932203531265259
51	0.04898544028401375	0.9830508232116699	1.0393725633621216	0.5423728823661804
52	0.05021580308675766	0.9830508232116699	0.9818877577781677	0.6101694703102112
